Suburb,Type,Rooms,Bathrooms,Parking,Area,Price
Zwide,House,2,4,12,370,14810144
Humewood,House,7,4,0,170,9901375
Walmer,Warehouse,7,3,6,520,1457995
Central,House,1,1,8,580,7297505
Humewood,Flat,3,2,8,150,5851500
Walmer,Flat,8,1,8,310,13997172
Summerstrand,Flat,1,2,0,890,4542049
Humewood,House,1,1,8,370,1329579
Central,House,7,2,0,420,8772350
Missionvale,Officeblock,5,3,6,890,12208778
Zwide,Flat,1,2,0,890,13880068
Missionvale,Flat,6,2,8,310,12250116
Missionvale,Flat,5,4,6,150,12848666
Humewood,Warehouse,3,1,8,520,2222468
Zwide,Warehouse,5,4,4,170,11892977
Summerstrand,House,2,2,0,170,6060750
Missionvale,House,6,2,4,190,2493779
Central,Officeblock,3,2,4,890,1594447
Walmer,Warehouse,3,3,2,310,14032196
Missionvale,House,1,1,8,310,7099751
Walmer,Flat,5,0,8,370,2963559
Missionvale,Flat,5,1,0,750,12054127
Humewood,House,8,3,8,400,1711897
Summerstrand,Warehouse,5,4,0,400,9901375
Summerstrand,Flat,7,1,1,170,2872496
Zwide,Officeblock,2,3,12,190,6223851
Missionvale,Warehouse,1,4,2,400,6955176
Humewood,Warehouse,4,1,6,770,8683415
Central,House,8,2,8,810,2790216
Humewood,Warehouse,7,2,12,580,7041471
Missionvale,Officeblock,4,1,12,310,6831851
Summerstrand,Officeblock,5,2,1,750,10719274
Zwide,Warehouse,3,3,6,190,12080809
Zwide,Flat,6,3,2,890,13703449
Summerstrand,Officeblock,8,1,8,150,12770676
Missionvale,Flat,4,2,1,580,14773321
Humewood,Officeblock,4,0,2,400,2222468
Central,Flat,3,1,4,580,13439632
Walmer,Officeblock,5,3,8,150,9535470
Zwide,Warehouse,5,3,6,770,2493779
Walmer,Warehouse,5,0,4,420,4133722
Missionvale,Warehouse,3,4,2,810,1571035
Walmer,Officeblock,4,4,4,170,1934400
Humewood,Flat,5,4,12,750,14453432
Missionvale,Flat,4,4,4,420,13727629
Walmer,Warehouse,5,1,4,580,5851500
Central,Flat,6,3,4,190,6768476
Central,Flat,4,4,1,420,2098113
Walmer,Flat,3,1,2,770,13575148
Central,Officeblock,6,1,0,150,10718657
Summerstrand,House,1,1,4,310,2487172
Walmer,Warehouse,8,1,12,770,558503
Summerstrand,Flat,8,3,2,170,264225
Walmer,Officeblock,5,4,6,370,427669
Humewood,Flat,1,3,2,580,9678626
Central,Flat,4,1,1,790,8934977
Humewood,House,2,3,12,420,9434531
Summerstrand,House,6,4,8,420,2428323
Humewood,Warehouse,1,3,0,520,2734472
Zwide,Officeblock,8,0,0,890,14334532
Summerstrand,Warehouse,2,3,1,310,1939471
Central,Flat,3,0,4,890,1117163
Summerstrand,Warehouse,1,1,1,200,5281168
Zwide,House,3,4,4,790,8296794
Humewood,House,4,3,12,770,1309816
Central,House,3,0,12,150,4963004
Central,Flat,7,1,12,310,2297848
Missionvale,Flat,8,3,8,520,7641560
Summerstrand,Flat,1,1,0,890,11759020
Central,Flat,2,1,6,890,13439632
Zwide,Officeblock,6,0,4,400,12178899
Walmer,Flat,3,3,12,810,1018769
Zwide,Warehouse,1,4,8,150,8400118
Missionvale,House,7,1,0,370,13880068
Summerstrand,Officeblock,2,2,1,580,2373128
Summerstrand,House,7,0,0,750,14877466
Zwide,House,1,2,8,150,409303
Zwide,Officeblock,7,4,0,750,9322790
Central,Flat,4,2,2,890,10332102
Central,Warehouse,6,4,0,200,13483862
Zwide,Flat,8,4,12,890,8934977
Missionvale,House,8,2,6,370,2493630
Missionvale,Flat,5,1,8,520,11767288
Zwide,House,3,3,0,790,9672810
Missionvale,House,3,2,1,750,409303
Humewood,Warehouse,3,2,0,370,9535470
Zwide,House,7,4,1,200,6279396
Missionvale,House,7,4,12,420,4821324
Missionvale,House,3,4,1,190,9626924
Humewood,Flat,7,4,2,200,9626924
Humewood,Flat,3,0,4,810,2734677
Summerstrand,House,4,0,12,790,9465797
Missionvale,Flat,4,3,0,750,11729396
Humewood,House,2,3,0,790,9395373
Central,Flat,6,0,12,790,2426253
Central,House,5,4,12,790,10718657
Central,Flat,4,1,6,580,12060347
Zwide,Officeblock,5,1,1,310,10332102
Zwide,House,6,4,1,400,14466302
Missionvale,House,5,0,2,890,2550410
Central,Warehouse,2,0,6,790,13483862
Humewood,Flat,1,0,0,580,7144412
Missionvale,Warehouse,4,4,8,310,10339186
Central,House,5,3,0,770,2993386
Humewood,Officeblock,1,1,4,150,1890935
Summerstrand,Warehouse,2,3,8,420,3662800
Central,House,1,0,0,750,1172295
Humewood,Flat,6,4,4,150,1574907
Humewood,House,5,2,12,790,13285002
Walmer,Flat,6,0,0,890,5052010
Humewood,Officeblock,7,3,4,200,447048
Missionvale,Officeblock,6,3,12,370,10753340
Central,Warehouse,5,0,1,310,9649342
Zwide,Flat,4,1,8,580,1714999
Missionvale,House,1,1,6,190,2993386
Humewood,Flat,3,4,6,370,1864067
Summerstrand,Officeblock,7,3,12,370,2599534
Humewood,Flat,7,2,4,770,13703449
Central,Flat,7,1,4,770,995322
Central,Officeblock,5,3,2,790,9113921
Missionvale,House,5,0,8,170,7099751
Summerstrand,Flat,6,4,2,890,4540369
Missionvale,Flat,1,2,1,150,3186669
Walmer,House,2,4,2,370,14463202
Central,Officeblock,3,4,12,770,5683676
Walmer,House,5,3,12,420,2459573
Humewood,Flat,2,1,6,150,447048
Summerstrand,Flat,5,3,2,370,5695447
Missionvale,Warehouse,1,0,0,150,4535429
Humewood,Warehouse,6,2,4,400,11965705
Walmer,House,8,3,4,150,721367
Walmer,Officeblock,8,3,6,400,2550410
Humewood,Officeblock,8,2,8,370,4375304
Central,Flat,2,0,12,200,12224966
Zwide,Officeblock,4,3,8,520,6106382
Central,House,6,4,2,190,5494835
Humewood,House,5,0,0,520,5580729
Central,House,3,1,6,890,8908108
Central,House,7,3,6,890,9395373
Zwide,Warehouse,2,0,6,770,9178267
Summerstrand,Warehouse,1,2,1,790,4781296
Humewood,Warehouse,1,0,6,400,257021
Walmer,Flat,2,0,0,750,14480305
Zwide,House,4,1,6,150,11227548
Walmer,Flat,4,4,2,150,2428323
Humewood,House,2,3,4,170,4023816
Zwide,Warehouse,3,3,12,190,9231781
Summerstrand,House,8,1,2,170,1165679
Central,Officeblock,4,2,8,810,7152761
Walmer,Flat,3,4,8,810,8021744
Missionvale,Flat,7,3,12,420,14773321
Humewood,House,2,4,0,420,7152761
Humewood,Officeblock,3,0,2,400,382769
Humewood,Warehouse,4,1,2,790,13187314
Missionvale,Officeblock,5,1,0,150,13594596
Walmer,House,4,2,1,520,8772350
Walmer,Officeblock,7,0,1,310,9765837
Summerstrand,Warehouse,8,2,4,520,13404796
Summerstrand,Flat,6,4,6,200,23730
Humewood,Officeblock,1,0,12,190,5867639
Walmer,Warehouse,6,1,8,150,8195204
Summerstrand,Officeblock,5,0,12,580,1538626
Missionvale,Flat,6,4,6,520,6955176
Summerstrand,Warehouse,1,2,8,580,11045934
Central,House,8,2,0,400,5492402
Walmer,Warehouse,3,1,8,420,10052758
Zwide,Warehouse,4,4,4,400,5683676
Summerstrand,Warehouse,8,4,1,310,12758034
Humewood,Officeblock,2,0,0,170,13178598
Zwide,Flat,3,3,6,150,5546080
Missionvale,Warehouse,6,2,12,750,11705020
Central,Officeblock,8,3,8,370,1457995
Summerstrand,Warehouse,3,3,6,890,4522580
Zwide,Flat,8,3,6,190,5054584
Missionvale,House,2,4,0,890,6807215
Zwide,Flat,7,1,1,190,1121120
Summerstrand,Flat,4,0,2,520,10511646
Summerstrand,House,3,1,1,810,3323037
Zwide,House,4,4,8,790,4972749
Walmer,House,3,0,0,170,5052010
Central,Officeblock,2,3,0,790,8088923
Summerstrand,House,5,4,8,200,8021744
Missionvale,Warehouse,7,2,4,420,12165340
Summerstrand,Warehouse,2,3,1,750,10052758
Missionvale,Flat,1,0,1,890,823832
Humewood,House,4,0,12,150,13439632
Central,House,5,0,1,310,7511028
Missionvale,House,7,0,1,890,5375351
Zwide,Warehouse,6,1,0,520,13818730
Missionvale,House,2,3,4,520,2487172
Zwide,Officeblock,8,0,2,890,2428323
Central,House,7,2,0,790,13439632
Missionvale,House,2,4,1,520,6060750
Zwide,Warehouse,5,2,0,190,9809929
Humewood,Officeblock,8,0,1,520,14183765
Zwide,Warehouse,5,1,6,810,12060347
Walmer,Flat,2,2,12,750,2426253
Zwide,Warehouse,5,1,8,810,9740461
Central,House,4,4,2,200,6465192
Zwide,Warehouse,2,1,8,200,13756276
Missionvale,Flat,7,4,8,170,2297848
Humewood,Officeblock,8,0,2,370,4133722
Central,House,7,3,2,310,7247447
Summerstrand,Warehouse,4,3,0,170,6061974
Walmer,Warehouse,8,1,8,310,12175854
Zwide,Flat,7,2,1,790,9721930
Zwide,House,8,0,0,790,9817109
Zwide,Warehouse,5,3,8,150,6324226
Summerstrand,Officeblock,3,4,12,420,7271115
Walmer,Officeblock,7,2,12,200,6217210
Summerstrand,House,7,3,1,890,12758034
Summerstrand,Officeblock,5,2,8,810,1228128
Central,Officeblock,6,3,1,420,10339186
Humewood,Officeblock,5,4,1,310,875105
Zwide,Flat,5,1,4,520,11682880
Walmer,Officeblock,8,1,4,200,3720419
Walmer,House,2,2,8,170,10238692
Missionvale,House,3,1,2,890,1948696
Humewood,Flat,6,3,1,420,12080809
Humewood,Warehouse,7,4,8,790,14984819
Missionvale,Officeblock,8,2,6,810,6060750
Walmer,Flat,8,2,4,200,14430499
Central,Flat,6,0,4,170,9809929
Summerstrand,Officeblock,1,0,8,770,8021744
Zwide,Flat,1,2,2,170,7041471
Central,Officeblock,7,1,1,370,1165679
Walmer,Officeblock,6,0,1,810,12224966
Walmer,House,8,2,0,520,11875850
Humewood,House,8,4,0,310,9740461
Central,Flat,3,1,0,770,8474743
Walmer,Flat,3,4,0,520,1890935
Central,Officeblock,4,2,4,400,9231781
Humewood,Flat,1,3,6,420,955730
Zwide,Officeblock,5,0,8,200,6945572
Central,Officeblock,3,1,8,790,3323037
Zwide,House,6,4,12,400,955730
Humewood,Officeblock,8,4,2,420,12170082
Zwide,Warehouse,4,4,1,400,12758034
Central,House,5,4,4,890,9066286
Central,House,4,3,1,580,11045934
Humewood,Flat,6,0,4,420,651367
Walmer,Flat,6,3,4,890,10718657
Zwide,Flat,3,4,0,750,4540369
Central,Flat,8,3,6,150,24919
Walmer,Flat,5,2,8,370,558503
Central,Flat,6,0,1,890,4056636
Walmer,Warehouse,2,1,8,890,3336605
Zwide,Officeblock,4,0,1,170,11468278
Central,House,6,1,0,520,4152350
Summerstrand,Officeblock,6,1,0,770,14761420
Missionvale,Officeblock,2,2,6,790,13890411
Humewood,Officeblock,3,0,4,890,1465688
Zwide,House,2,2,1,790,2969915
Central,Warehouse,5,2,2,150,1939471
Central,Flat,4,0,12,200,8409405
Zwide,Warehouse,3,2,4,170,1117163
Summerstrand,House,6,4,6,580,5162411
Walmer,Warehouse,5,2,1,580,10052758
Humewood,Flat,5,1,2,310,11468278
Zwide,House,7,0,4,770,8296794
Zwide,Warehouse,7,2,4,310,4972749
Missionvale,House,2,3,2,420,12054127
Walmer,Officeblock,2,4,0,400,4450978
Central,House,8,3,4,420,2372920
Central,Officeblock,2,1,0,370,7152761
Central,Officeblock,7,4,1,790,13149660
Humewood,Flat,4,1,0,150,4535429
Walmer,Warehouse,3,3,6,580,1165679
Summerstrand,Flat,6,3,4,420,9809929
Zwide,House,1,3,4,200,13483862
Walmer,House,2,2,8,770,11227548
Zwide,House,2,3,4,170,11045934
Walmer,Officeblock,2,1,2,790,6217210
Central,Flat,5,3,1,580,11370196
Missionvale,Officeblock,8,2,4,370,9147088
Humewood,House,6,3,6,310,6658610
Zwide,Flat,1,2,12,150,7781809
Central,Warehouse,6,0,8,750,5148043
Walmer,Officeblock,1,1,0,580,11911693
Missionvale,Officeblock,7,0,2,400,6279396
Humewood,Warehouse,1,2,1,520,264225
Central,House,8,0,6,520,340045
Summerstrand,Warehouse,2,2,12,890,1121120
Walmer,Warehouse,4,4,12,580,11911693
Humewood,Warehouse,4,0,6,400,5052010
Humewood,Warehouse,5,3,8,890,6093746
Central,Warehouse,3,0,6,810,14334532
Central,Flat,7,2,4,400,5721363
Summerstrand,Warehouse,3,1,1,310,10683028
Walmer,House,1,3,12,370,12546053
Missionvale,Officeblock,8,0,6,400,14221469
Summerstrand,Warehouse,7,0,12,580,8914381
Humewood,Flat,3,1,6,770,4317592
Summerstrand,Flat,3,3,6,750,9395373
Summerstrand,Flat,3,0,2,310,5937468
Zwide,Officeblock,8,1,8,520,2238664
Central,Flat,7,2,8,520,11307153
Humewood,Officeblock,4,3,1,810,2372920
Missionvale,Officeblock,6,0,12,770,2829094
Walmer,House,5,4,0,750,1574907
Central,House,1,3,1,810,12648688
Summerstrand,House,6,1,6,420,9231781
Zwide,Flat,2,4,6,370,6470426
Central,Warehouse,6,2,12,170,13818730
Missionvale,Flat,8,1,6,400,4486168
Summerstrand,Warehouse,1,0,0,370,10965063
Walmer,Officeblock,2,3,1,890,8725131
Zwide,House,3,4,6,580,8081297
Zwide,Warehouse,3,1,12,200,626708
Summerstrand,Flat,8,4,0,420,385879
Missionvale,House,6,2,1,770,1725954
Zwide,House,1,4,6,310,1571035
Zwide,Officeblock,6,4,1,770,4510711
Humewood,Flat,5,1,2,190,11227548
Summerstrand,Officeblock,3,1,0,750,6732810
Missionvale,Flat,7,2,4,170,24919
Missionvale,Flat,7,1,2,750,4972749
Summerstrand,House,1,3,4,190,4781296
Zwide,Warehouse,6,1,8,310,1329579
Summerstrand,House,2,3,1,810,1714999
Zwide,Flat,4,3,0,200,2734677
Central,Warehouse,4,0,12,890,13483862
Summerstrand,Flat,4,1,6,190,13890411
Zwide,Flat,1,2,4,310,5281168
Summerstrand,Warehouse,1,0,6,170,9231781
Humewood,Flat,4,2,12,580,9434531
Central,House,6,4,4,580,4317592
Central,House,5,2,0,420,1948696
Missionvale,Officeblock,8,2,12,170,1457995
Walmer,Warehouse,6,0,2,770,875105
Humewood,Flat,1,0,4,400,1848307
Humewood,House,3,3,2,400,1405312
Zwide,Officeblock,5,2,4,810,11913825
Central,House,8,3,6,520,12224966
Central,House,2,2,4,170,14585200
Central,Officeblock,6,1,8,170,5442607
Central,House,5,1,12,520,12060347
Walmer,Officeblock,3,2,1,190,11893276
Central,Warehouse,6,2,4,170,5492402
Central,Flat,3,2,1,890,8225113
Central,Warehouse,4,0,0,310,2633196
Walmer,House,3,4,12,400,2493630
Central,House,6,2,4,810,7809779
Zwide,Warehouse,8,2,1,370,13816270
Zwide,Officeblock,6,0,4,310,8258583
Zwide,Officeblock,4,3,8,890,1934400
Humewood,Flat,2,2,8,770,14430499
Humewood,Officeblock,7,1,6,150,4056636
Walmer,Officeblock,4,2,4,200,3362446
Missionvale,House,4,0,12,310,11941003
Walmer,House,7,2,1,400,3876219
Humewood,Flat,1,0,6,370,876507
Humewood,Warehouse,3,3,1,750,14761420
Walmer,Warehouse,5,0,0,170,6807215
Missionvale,Officeblock,7,4,4,770,8835388
Walmer,Officeblock,7,1,0,520,8258583
Humewood,Officeblock,6,4,4,770,4963004
Summerstrand,Flat,7,1,12,170,11918919
Summerstrand,Officeblock,2,2,2,520,4286469
Zwide,House,1,0,2,790,12619025
Zwide,Flat,5,3,1,170,8934977
Humewood,House,8,0,1,310,12789826
Humewood,Flat,6,4,8,750,14871310
Walmer,Officeblock,3,2,8,190,14467678
Zwide,Warehouse,2,0,0,170,6831851
Walmer,House,6,4,0,750,8975659
Summerstrand,House,4,3,1,890,906
Walmer,House,7,4,4,170,11307153
Summerstrand,Flat,3,2,1,370,7974846
Walmer,House,3,3,0,420,287456
Summerstrand,House,8,1,12,370,12208778
Central,Warehouse,2,3,1,310,6654895
Humewood,House,6,4,6,190,10238838
Summerstrand,Flat,6,2,8,170,9672810
Missionvale,Officeblock,3,1,2,200,12984574
Summerstrand,House,7,4,2,810,10915666
Central,House,8,0,12,310,4450978
Missionvale,Warehouse,5,4,4,190,13782609
Humewood,Warehouse,5,4,2,150,11526721
Walmer,Flat,4,1,4,890,1309816
Summerstrand,Officeblock,6,2,6,520,6205169
Zwide,Officeblock,4,0,8,790,13997172
Missionvale,Warehouse,5,1,0,580,4535429
Walmer,Flat,7,4,12,200,2222468
Central,Flat,5,0,12,520,801494
Walmer,Flat,1,4,1,810,2428323
Central,House,1,3,2,310,14714182
Humewood,Officeblock,6,2,1,190,13829438
Zwide,Warehouse,7,4,0,200,14453432
Humewood,Warehouse,3,0,6,810,11468278
Summerstrand,House,4,1,8,400,9147088
Central,House,4,3,0,370,7041471
Walmer,Officeblock,8,1,8,170,8331437
Walmer,Warehouse,2,3,12,890,3754287
Missionvale,House,2,4,12,770,6223851
Walmer,Warehouse,8,0,4,580,13187314
Humewood,House,3,4,2,200,10088429
Walmer,House,2,4,0,400,6217210
Humewood,House,8,4,2,790,1744058
Missionvale,Flat,6,1,8,520,3754287
Missionvale,Officeblock,7,4,2,890,13214868
Missionvale,Officeblock,2,2,12,310,10424300
Missionvale,House,6,3,4,520,1711897
Humewood,Warehouse,5,3,1,790,12258589
Humewood,Flat,6,2,1,190,4637063
Zwide,House,2,0,8,150,833939
Missionvale,Warehouse,6,3,2,790,1368954
Zwide,Officeblock,4,3,4,150,10000969
Central,Officeblock,3,4,8,370,6465192
Summerstrand,Officeblock,1,3,12,790,14159453
Humewood,Officeblock,1,4,0,370,6654895
Central,House,2,1,1,890,12688335
Walmer,House,6,0,4,310,12178899
Missionvale,Officeblock,7,3,2,580,3999236
Humewood,Flat,8,2,8,370,1752850
Humewood,Flat,7,2,4,890,14221469
Summerstrand,Flat,4,0,4,420,4972749
Humewood,Officeblock,7,4,2,770,2919451
Missionvale,Flat,6,0,6,310,1384856
Walmer,Warehouse,3,1,2,370,12153519
Missionvale,Officeblock,7,1,2,790,1225911
Zwide,Officeblock,1,3,4,520,5494835
Missionvale,Officeblock,4,4,8,370,14714182
Walmer,House,3,3,6,370,1864067
Central,Flat,6,4,8,750,3323037
Walmer,Warehouse,6,4,8,150,14453432
Zwide,Flat,3,0,2,170,2790216
Humewood,Warehouse,3,0,12,190,3754287
Walmer,Warehouse,7,1,6,310,1405312
Missionvale,House,1,4,12,520,4152350
Walmer,Officeblock,4,2,8,310,9740461
Summerstrand,Warehouse,7,1,8,370,11307153
Summerstrand,Officeblock,2,2,0,150,6217210
Zwide,House,6,4,4,310,8400118
Central,House,1,1,8,200,1939471
Humewood,Flat,6,1,6,580,1752850
Summerstrand,Officeblock,8,3,1,190,5162411
Walmer,Flat,2,3,4,770,8975659
Humewood,Flat,8,2,1,400,8799465
Zwide,Officeblock,6,3,1,890,1309816
Walmer,Warehouse,5,4,1,810,5721363
Summerstrand,Warehouse,7,2,6,810,10221553
Central,Warehouse,3,3,12,170,2493779
Summerstrand,Flat,2,1,8,400,9262913
Summerstrand,Officeblock,3,3,6,580,9182002
Humewood,Warehouse,1,4,0,200,1574907
Walmer,Officeblock,4,1,2,150,2993386
Central,Officeblock,8,3,12,770,409303
Central,Warehouse,7,0,2,790,6223851
Humewood,Warehouse,6,0,8,170,447048
Zwide,Warehouse,3,4,2,150,4056636
Zwide,Warehouse,3,3,2,170,1644011
Summerstrand,Warehouse,1,3,1,810,6807215
Missionvale,House,8,2,4,190,4597325
Zwide,Warehouse,3,0,1,310,13793803
Summerstrand,Officeblock,1,4,12,770,12688335
Zwide,Flat,4,0,8,400,4760818
Walmer,House,2,3,12,190,10365230
Missionvale,Flat,3,3,2,170,5580729
Missionvale,Officeblock,1,0,8,190,2404738
Humewood,Officeblock,8,2,12,370,9809929
Zwide,Flat,3,1,0,580,12083907
Missionvale,House,3,3,6,890,12235344
Missionvale,Flat,7,1,6,370,14430499
Summerstrand,Warehouse,6,4,0,420,8544359
Humewood,Warehouse,5,1,4,170,4133722
Humewood,Flat,1,1,6,770,8975659
Summerstrand,Warehouse,2,4,2,750,12182706
Zwide,Flat,3,4,12,170,8258583
Central,Officeblock,6,1,4,170,9113921
Missionvale,Officeblock,5,0,8,310,8087896
Central,Flat,7,3,2,890,9623586
Humewood,House,1,0,4,420,11411931
Central,Flat,5,4,6,750,12758034
Missionvale,Flat,6,1,4,770,1465688
Walmer,Flat,4,0,8,810,1017673
Humewood,Flat,8,4,2,200,9209028
Zwide,House,8,1,8,190,1329579
Central,Officeblock,1,2,1,400,12175854
Humewood,Warehouse,1,3,6,890,6279396
Summerstrand,Warehouse,5,3,8,420,3131253
Humewood,Officeblock,1,3,0,520,3876219
Summerstrand,Officeblock,6,2,4,810,1571035
Zwide,Warehouse,8,4,1,310,13890411
Missionvale,House,6,1,0,520,9649342
Humewood,Flat,5,2,6,790,13270557
Summerstrand,Flat,8,3,0,810,2487172
Humewood,House,6,4,6,370,8313872
Central,Warehouse,8,2,2,370,5101883
Zwide,House,6,0,6,770,12619025
Missionvale,Flat,5,1,0,200,7974846
Zwide,House,8,3,8,790,1165679
Missionvale,House,8,4,2,790,1405312
Summerstrand,Warehouse,3,2,4,170,8087896
Central,Warehouse,2,3,12,520,8544359
Central,House,7,2,0,580,12758034
Zwide,Flat,7,3,2,770,12258589
Walmer,Officeblock,2,4,2,190,14159453
Zwide,Flat,6,3,4,200,558503
Missionvale,Flat,8,3,6,200,7099751
Zwide,House,2,0,4,890,12555914
Zwide,Warehouse,2,1,1,370,11913825
Missionvale,Warehouse,6,0,6,580,2100590
Missionvale,Flat,4,4,6,170,11918919
Central,Warehouse,6,2,6,200,14984819
Central,Warehouse,4,2,1,580,8675906
Zwide,Flat,4,0,1,150,651367
Humewood,House,4,2,2,200,11212398
Zwide,Warehouse,6,0,4,890,9178267
Walmer,Warehouse,5,2,12,150,10511646
Central,House,3,2,6,190,12140193
Zwide,Warehouse,5,0,12,770,13871622
Summerstrand,Flat,5,3,1,770,7144412
Central,House,7,1,12,400,14871310
Missionvale,Officeblock,2,0,6,150,3876219
Summerstrand,Warehouse,1,3,0,580,995322
Summerstrand,Warehouse,8,0,0,520,1017673
Central,Warehouse,8,1,2,190,5494835
Central,House,7,1,6,790,12240246
Summerstrand,House,5,3,6,810,1368954
Walmer,House,1,0,4,150,4510711
Walmer,House,6,0,0,420,10170801
Summerstrand,House,2,0,8,370,10753340
Summerstrand,House,7,3,1,810,6955176
Missionvale,House,2,1,4,170,13164946
Humewood,Flat,5,4,4,200,1538626
Missionvale,Officeblock,1,0,1,370,14877466
Central,Flat,2,0,0,190,4176478
Summerstrand,House,1,0,6,750,875105
Zwide,Flat,4,3,4,520,13270557
Central,Warehouse,5,3,2,750,10918301
Central,Officeblock,5,0,12,370,11875850
Central,Officeblock,8,1,6,770,7580424
Summerstrand,Flat,8,2,2,310,7630131
Walmer,House,5,0,4,770,5442607
Walmer,Warehouse,4,1,2,580,3642864
Zwide,Officeblock,7,3,12,370,5998301
Humewood,House,7,4,12,200,11307153
Central,Officeblock,6,1,6,770,890613
Humewood,House,3,0,8,170,10511646
Zwide,Flat,2,4,1,400,14463202
Zwide,Officeblock,3,4,2,790,10719274
Central,Warehouse,2,3,1,810,8934977
Walmer,Officeblock,3,3,0,770,7099751
Walmer,Officeblock,2,2,6,580,9608962
Humewood,House,7,2,0,200,5873308
Summerstrand,House,1,3,12,790,9791627
Missionvale,Flat,3,4,12,810,6945572
Zwide,House,4,4,1,580,2807403
Summerstrand,House,3,4,8,150,264225
Missionvale,Officeblock,5,4,12,400,3662800
Missionvale,House,6,1,0,750,8683415
Humewood,Warehouse,3,3,6,810,10238692
Humewood,Warehouse,1,2,1,750,12660007
Missionvale,Warehouse,4,2,4,790,6983734
Zwide,Warehouse,7,1,1,170,2100590
Missionvale,House,2,2,1,750,6654895
Humewood,Officeblock,1,2,2,190,12848666
Humewood,House,1,2,12,170,11558246
Humewood,Officeblock,8,2,2,190,4535429
Humewood,Officeblock,1,2,6,810,3160830
Central,Officeblock,3,0,0,310,9182002
Walmer,House,3,1,0,810,7041471
Summerstrand,Officeblock,8,4,4,810,13810525
Central,Flat,7,0,1,750,6881571
Summerstrand,House,2,1,12,810,10719274
Zwide,Officeblock,5,1,6,810,11468278
Missionvale,House,1,2,0,400,2993386
Walmer,Warehouse,8,0,12,750,6205169
Summerstrand,Officeblock,6,3,4,520,470149
Summerstrand,House,3,4,12,190,13214868
Central,House,1,4,4,310,10451628
Missionvale,Flat,4,1,2,580,2963559
Central,Warehouse,3,3,8,790,12789826
Zwide,Flat,2,2,2,810,1939471
Zwide,House,6,1,0,520,7666748
Summerstrand,Warehouse,6,4,2,200,12439589
Missionvale,Warehouse,2,1,0,790,12648688
Summerstrand,Flat,5,2,2,790,9182002
Missionvale,Flat,4,3,8,190,470149
Central,Warehouse,1,4,1,770,651367
Walmer,House,8,1,4,770,2123867
Walmer,House,1,4,8,400,14183765
Walmer,Flat,1,0,4,520,9723807
Missionvale,Flat,2,1,6,750,9395373
Summerstrand,House,7,4,2,810,14430499
Summerstrand,Flat,3,0,4,520,14430499
Missionvale,House,5,2,2,520,6279396
Missionvale,Officeblock,5,0,6,400,4821324
Summerstrand,House,3,4,1,200,14221469
Missionvale,Officeblock,6,2,0,750,11911693
Humewood,Flat,1,1,2,750,14183765
Zwide,House,1,2,8,770,651367
Central,Warehouse,7,1,8,770,3131253
Walmer,House,1,3,12,790,8572541
Humewood,Warehouse,4,1,1,170,83095
Central,House,2,3,4,810,5074493
Central,Warehouse,6,0,8,750,9970288
Missionvale,Warehouse,3,0,8,190,9495507
Zwide,Officeblock,4,3,2,790,6881571
Summerstrand,Warehouse,4,3,6,770,83095
Central,Warehouse,7,2,6,890,382769
Walmer,Flat,4,0,8,200,14984819
Summerstrand,House,6,4,0,150,12347505
Summerstrand,Flat,6,2,12,890,875105
Summerstrand,House,6,4,8,770,14585200
Zwide,House,2,4,6,150,6983734
Central,House,7,1,2,890,10000969
Zwide,Officeblock,2,3,8,370,11045934
Zwide,Warehouse,8,3,0,750,13756276
Missionvale,Warehouse,4,3,0,370,12643049
Missionvale,House,4,3,8,750,9623586
Missionvale,House,5,2,0,420,13727629
Walmer,Warehouse,7,4,12,200,9231781
Missionvale,Officeblock,7,1,12,190,10719274
Summerstrand,Warehouse,8,2,6,580,8725131
Humewood,Warehouse,4,1,8,750,2829094
Missionvale,Officeblock,8,0,2,370,9231781
Walmer,Flat,3,3,6,170,11212398
Summerstrand,Officeblock,8,3,6,200,10918301
Humewood,Warehouse,8,4,12,580,14943123
Walmer,Flat,1,0,8,190,6217210
Walmer,House,8,1,8,170,1676970
Zwide,House,6,1,8,790,5630106
Summerstrand,Officeblock,3,2,0,310,1096674
Missionvale,House,4,3,12,190,10718657
Summerstrand,Flat,5,3,12,370,10221553
Walmer,Officeblock,2,0,12,520,9958411
Zwide,House,7,4,6,520,3131253
Humewood,Flat,7,3,12,190,11045934
Zwide,House,6,0,0,420,4286469
Humewood,Flat,7,3,12,810,3542864
Zwide,Warehouse,3,0,2,370,12054127
Walmer,Flat,6,4,12,890,83095
Central,Flat,7,3,4,170,1513802
Zwide,Officeblock,1,3,12,890,9535470
Walmer,Officeblock,4,4,0,580,2790216
Missionvale,Officeblock,6,2,1,370,1228128
Missionvale,House,5,4,6,420,9209028
Central,Warehouse,3,3,0,580,14183765
Humewood,Officeblock,7,1,0,190,995322
Walmer,Flat,2,2,2,810,4176478
Zwide,Flat,2,2,6,580,4375304
Zwide,Flat,7,2,12,770,12175854
Humewood,Warehouse,4,4,2,310,427669
Summerstrand,House,5,1,2,310,10339186
Walmer,Warehouse,8,4,4,580,3131253
Walmer,House,3,4,12,170,3336605
Summerstrand,House,5,3,1,200,13756276
Humewood,Warehouse,2,1,12,750,9434531
Missionvale,House,2,3,4,420,12258589
Walmer,Warehouse,5,2,0,420,10221553
Missionvale,Flat,6,2,12,580,10718657
